epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.132305729956854,4.202552011143289e-11,1.1509660482406616,3.278597787349775e-11,6.557195574423934e-11
1,0.0001,1.0892616623923892,4.281747131941987e-11,1.086466453292153,3.278597787349775e-11,6.557195574423934e-11
2,0.0001,1.049642386890593,4.073500044133232e-11,1.0440880168568005,3.278597787349775e-11,6.557195574423934e-11
3,0.0001,1.0050078204699926,0.010209162480499452,1.037021983753551,3.278597787349775e-11,6.557195574423934e-11
4,0.0001,0.9633384801092602,0.12301077312962044,0.9248324090784247,0.0808019276725686,0.14719796990782338
5,0.0001,0.9240643495605105,0.24196305343751767,0.8745925643227317,0.25260493977101234,0.39999821818082215
6,0.0001,0.8834371737071446,0.274343854937499,0.840029082515023,0.3184621147004643,0.48130338445096504
7,0.0001,0.8473383273397174,0.2954790572892084,0.8549106066877191,0.34827176378142766,0.5143487675365478
8,0.0001,0.8043110853149777,0.3172237793990795,0.7565768306905573,0.4399260437657881,0.607974362652006
9,0.0001,0.7762587552978879,0.3383781725264276,0.9661483547904275,0.1966925932143665,0.3258785114000566
10,0.0001,0.7408907555398487,0.34085100501920784,0.8510345437309959,0.304626012807371,0.4640090578663198
11,0.0001,0.7131231625874838,0.3446500441806948,0.7863929271697998,0.25731091861816024,0.40777285724274465
12,0.0001,0.6824057158969697,0.3608099276465324,0.8527303283864801,0.2883619158472433,0.4431196232529351
13,0.0001,0.662489979040055,0.3673447153201741,0.7470548423853788,0.4042210001423838,0.5722721342694435
14,0.0001,0.6306412645748684,0.3737398123650317,0.6177213354544207,0.37639994565390056,0.5420845937341746
15,0.0001,0.619901309410731,0.3940909792599809,0.6185683662241156,0.43670543130552897,0.6050233546851146
16,0.0001,0.6042770530496325,0.3961964721731984,0.6650949228893627,0.3308631245133372,0.49450543350217924
17,0.0001,0.6033115869476682,0.392594935095699,0.6984837326136503,0.38710711758204996,0.5566098414612877
18,0.0001,0.5899370043050676,0.3894095853872753,0.802708392793482,0.31403752874532825,0.47297617972945666
19,0.0001,0.5746596526531946,0.4052335568358717,0.574294924736023,0.5020535016300459,0.6660534616632187
20,0.0001,0.5694941750594548,0.3940033905400173,0.5855301672762091,0.4679477701066137,0.6333463559621855
21,0.0001,0.5709009553704943,0.4115181284374717,0.530595600605011,0.5228583180636629,0.6840770257452332
22,0.0001,0.5428566606271834,0.4212417860992039,0.6710710633884777,0.38480589630927364,0.554106340337534
23,0.0001,0.5521970859595707,0.4070618240535321,0.5223375667225231,0.5027894791656058,0.6664005997195755
24,0.0001,0.537486256588073,0.4318506142807041,0.5806043581529097,0.4815428664150879,0.6469665995827117
25,0.0001,0.5399462850320906,0.4340245509803258,0.8004468841986223,0.31655742112021534,0.4772030212419485
26,0.0001,0.5204361081123352,0.4363925454478902,1.434624270959334,0.1286562898705125,0.2265045055379905
27,0.0001,0.5209700309094929,0.44237998809916185,0.5416416065259413,0.49828000522216437,0.6616759764309126
28,0.0001,0.5133694821879977,0.4387705023376353,0.712721196087924,0.37124902899125184,0.5380344474799348
29,0.0001,0.509776886020388,0.4469324477063023,0.4657331678000363,0.5680051436934784,0.7234532443771893
30,0.0001,0.5093248131729308,0.4364418075434558,0.4887929043986581,0.5291279631221472,0.6897963602535268
31,0.0001,0.5019083392052424,0.4414012567597518,0.549114162271673,0.5072795415008247,0.6694831934806362
32,0.0001,0.4919792740117936,0.4659341617291822,0.5246296579187567,0.5271384092687253,0.6885248334762704
33,0.0001,0.49766968261627925,0.44942140579749423,1.0957339785315774,0.20515939578819486,0.3370956437978567
34,0.0001,0.474490897996085,0.4682022251786382,0.5502279617569663,0.5000490193195873,0.6619152782730725
35,0.0001,0.48894679972103666,0.4419345737290887,0.44474017349156464,0.5797990251611306,0.7325750348652121
36,0.0001,0.4726793169975281,0.4741658728883534,0.609611755067652,0.45177139700742897,0.6208640686976664
37,0.0001,0.48387983441352844,0.45719864416153283,0.6076895594596863,0.42134793713374763,0.5851287572544788
38,0.0001,0.4643855556136086,0.4836686091531524,0.8543836745348844,0.2945858647161461,0.44994469096378614
39,0.0001,0.47016048431396484,0.4823961263334198,0.7426449331370267,0.3679589195256241,0.5339818462305984
40,0.0001,0.47610217332839966,0.4786092079229891,0.4127252684398131,0.5498607796914027,0.7072948016453602
41,0.0001,0.458959929999851,0.47426334278611976,0.49606999483975495,0.5563877513557304,0.7118693127927493
42,0.0001,0.43165130274636404,0.5107309333108512,0.7123223759911277,0.3852854875077833,0.5524371851059428
43,0.0001,0.4639875094095866,0.4649424239755446,0.6251279332421043,0.45247817709666266,0.6197934090276952
44,0.0001,0.4330252408981323,0.5127255559575721,0.6366086764769121,0.39629954095924486,0.5651058102416612
45,0.0001,0.44465500329221996,0.5015683175558762,0.5905810757116838,0.4497730889117948,0.6186575282657677
46,0.0001,0.4462592502435048,0.49557564546372584,0.6340999603271484,0.38451193031103564,0.5501742861745208
47,0.0001,0.433664409887223,0.501989792983762,0.4129784378138455,0.5778010191500225,0.7292795963548929
48,0.0001,0.43613684745061965,0.49418621853739947,0.607002550905401,0.42018770767206876,0.5894178548193888
49,0.0001,0.42926470651513055,0.5061856198904294,0.5682830160314386,0.485549426868732,0.649984148123698
50,0.0001,0.4208090049879892,0.508756948810827,0.4211258427663283,0.6080147535668367,0.7544068238310652
51,0.0001,0.43001721018836614,0.5198671369433235,0.4019069549712268,0.5840640242523771,0.7340539492793652
52,0.0001,0.45867657235690523,0.4856377013182134,0.42996936765584076,0.5103036049686281,0.671114622151122
53,0.0001,0.4124378263950348,0.5358977382458571,0.44495505365458404,0.5818989346020509,0.7339126167233193
54,0.0001,0.4322881010316667,0.5057093053258254,0.4643789448521354,0.5700763932083907,0.7246484600931759
55,0.0001,0.4193397405601683,0.5165509387515785,0.5716910091313449,0.46987961400957107,0.6366052794733206
56,0.0001,0.4115903625885646,0.506294074199422,0.3822178244590759,0.5745784942647048,0.7287820725153559
57,0.0001,0.400870076247624,0.526544723775857,0.4581612538207661,0.5209504620688947,0.6814207504758137
58,0.0001,0.4196183823403858,0.5202749859679048,0.5408829884095625,0.47029910488803356,0.6382681627868881
59,0.0001,0.4393976075308664,0.49439402042702507,0.39758346568454395,0.5718540929478051,0.7242607651450167
60,0.0001,0.4147695657752809,0.5142776282792627,0.3770675171505321,0.629497117921398,0.771643705366375
61,0.0001,0.42027602805977776,0.5118493312219646,0.39214181900024414,0.6195390354173935,0.763293447747597
62,0.0001,0.3998263307980129,0.5362492578282788,0.3864321898330342,0.621152118508149,0.7647119477131569
63,0.0001,0.38499274920849574,0.5441150627785867,0.40236798470670526,0.6221857040788842,0.7654557190579836
64,0.0001,0.3824034326133274,0.5519630124352775,0.37918761101636017,0.6263393437976373,0.7696794333112869
65,0.0001,0.4083909122716813,0.5208130068026963,0.36049159548499365,0.6399774213764214,0.7796839718900151
66,0.0001,0.3856354887996401,0.5533211605564373,0.375026599927382,0.6051228917394428,0.7529308085182872
67,0.0001,0.39123958633059547,0.5239757044261872,0.5532180992039767,0.4884250050347759,0.6546315444051638
68,0.0001,0.3814183629694439,0.5517559691612453,0.7958052375099876,0.3612277130382077,0.5249499141577726
69,0.0001,0.3887572302704766,0.5295636189053715,0.34135041589086706,0.6526508439454232,0.7888842492441225
70,0.0001,0.37279302449453444,0.5424726838604084,0.4426469694484364,0.5883976407898713,0.7393463963039166
71,0.0001,0.3688027362028758,0.5570572633740906,0.6950236017053778,0.40741714932951373,0.5761587221500225
72,0.0001,0.3751105226221539,0.5538259981637934,0.54267756505446,0.5230556297959098,0.6850607709381286
73,0.0001,0.3660443006526856,0.5607664947239117,0.4343054565516385,0.5920315256769472,0.7421138086656577
74,0.0001,0.3544725605419704,0.5649344481979435,0.35886198011311615,0.6725285434522937,0.8033759953296337
75,0.0001,0.3684449103616533,0.5650545406387095,1.448567108674483,0.18800899926198777,0.31383586395087437
76,0.0001,0.37469715163821266,0.5559609528227388,0.7078410116108981,0.4133592514923021,0.5813682109778471
77,0.0001,0.3520809780983698,0.5651243873986492,1.0809538797898726,0.25338794700485234,0.40089974903520686
78,0.0001,0.3508940644207455,0.5862853650920036,0.5379077169028196,0.5248092283920628,0.6854702566900043
79,0.0001,0.35259582031340825,0.5691464496051202,0.7967843088236722,0.3604798995893321,0.5263895110247713
80,0.0001,0.3469994579042707,0.5854200080581565,0.3341167000207034,0.6757623447883508,0.8054191384480063
81,0.0001,0.3449899408788908,0.5969222100960945,0.3919893584468148,0.6280731618966582,0.7706914240283704
82,0.0001,0.35992911741847083,0.5806813315641839,0.48578868129036645,0.5164219895579408,0.6794502053714966
83,0.0001,0.3689426112742651,0.5653395238816292,0.3854693580757488,0.5638980969193048,0.7192008841666673
84,0.0001,0.3367473915928886,0.5817556607226186,0.4085006659681147,0.5881857747185184,0.7395044796452531
85,0.0001,0.34166153484866735,0.5677296624862258,0.3618235913189975,0.665114927329086,0.7981721176915181
86,0.0001,0.34633451771168483,0.5899996886822167,0.34163120118054474,0.6738957667907539,0.8039811403781209
87,0.0001,0.36828436170305523,0.5525005184372335,0.5405699556524103,0.49070779963673233,0.6543340191408231
88,0.0001,0.3398716683898653,0.578032633252569,0.44898888739672577,0.5976821970557397,0.7460101555222809
89,0.0001,0.3309185703595479,0.6064126329739322,1.0331287058916958,0.2738206207288554,0.4262106234099687
90,0.0001,0.3215573997724624,0.5988432839239808,0.3632490093057806,0.646173065571594,0.7837333308752097
91,0.0001,0.31891661669526783,0.5931954447336341,0.6797790960832075,0.42595555164910975,0.5933027245709344
92,0.0001,0.33241917547725497,0.5976060043519722,0.6220812147313898,0.4554046085789292,0.6234046270845645
93,0.0001,0.3423766947927929,0.5837070278824751,0.3563737097111615,0.6082074060123948,0.7549752166313773
94,0.0001,0.3145494418484824,0.6100401332180388,0.9129517078399658,0.29967529591215086,0.45836350111369717
95,0.0001,0.32966339020502,0.5953855682552204,1.070206186988137,0.27895268933880185,0.4322080071379396
96,0.0001,0.3021812027408963,0.6295808342143164,1.1320263147354126,0.26282893688025183,0.4119368011420485
97,0.0001,0.326991679412978,0.6013682221478712,0.7086310657587919,0.4291334446233215,0.5968201887559944
98,0.0001,0.3100354089623406,0.6204777414530172,0.5171188766306097,0.5235184740700499,0.685144050671443
99,0.0001,0.2940207003127961,0.6344267082759525,0.408453724601052,0.6238493633210127,0.7664701345182063
100,0.0001,0.31234792797338395,0.6135144536943488,0.46267306262796576,0.5806414152672988,0.7324528639272387
101,0.0001,0.32089673408440184,0.6234492126025492,0.3991107805208726,0.6001303912430913,0.7485020482053703
102,0.0001,0.3093550531637101,0.6129138187638442,0.5440004630522295,0.48662347139993756,0.6519265560620486
103,0.0001,0.31896820416053134,0.6029236251658958,0.3428784121166576,0.6431280866128893,0.7818721718058435
104,0.0001,0.3121262455270404,0.6104748157718257,0.6030416651205583,0.47252037644730416,0.6391341267620629
105,0.0001,0.27520373179799035,0.6573839593845542,1.2525729482824153,0.23442916757894777,0.3763295113657954
106,0.0001,0.30115556220213574,0.6188219441658982,2.0473924550143154,0.14609537194442285,0.25253511560858605
107,0.0001,0.28632294031835737,0.6313941846266201,0.6287543990395286,0.4530139636271869,0.6192824220193475
108,0.0001,0.27091355267025174,0.6538023744944376,0.3740677372975783,0.6294072748429013,0.772129651516111
109,0.0001,0.2817732556944802,0.6519034671364466,0.7166708274321123,0.3963375817119413,0.5638570174031774
110,0.0001,0.28559152675526484,0.6568524347305702,0.5452128052711487,0.4844173053995391,0.6502830943753909
111,0.0001,0.29274207211676095,0.6407525407143264,0.35701412097974256,0.6004595265371968,0.7476681110663691
112,0.0001,0.29341534560634974,0.6275313624999943,0.35998104919086804,0.6442453053792958,0.7826770633838689
113,0.0001,0.28206663046564373,0.652825459814862,0.4867869805205952,0.5275555776283173,0.6887977449321802
114,0.0001,0.26766892841884066,0.6539462764546573,0.41772234439849854,0.5568935465561207,0.7136711856220965
115,0.0001,0.27580775746277403,0.6571052236248665,0.325247813354839,0.6433955988581446,0.7812719966456235
116,0.0001,0.2905226754290717,0.6393938809912949,0.477143948728388,0.5499330583134268,0.7082819611598258
117,0.0001,0.26380674895786105,0.6592509696315106,1.0910350626165217,0.275964038134793,0.42779045827567425
118,0.0001,0.2622035734710239,0.6772378249544105,1.174069101160223,0.24310418257925728,0.3865821515136039
119,0.0001,0.2755472227221444,0.6540214972581735,0.9626525477929548,0.30021470347290785,0.4563849752772615
120,0.0001,0.280733469696272,0.6513336025314979,0.38640972159125586,0.637967368098391,0.7774821110079402
121,0.0001,0.2768553729568209,0.6631943602405888,0.45594528588381683,0.5806078216849291,0.7323914821055453
122,0.0001,0.2615683171011153,0.6717318702632242,0.6078322204676542,0.4744110793838852,0.6404621953992552
123,0.0001,0.2750988822607767,0.6597038956585437,0.5306326746940613,0.49305811826807777,0.6576567542675104
124,0.0001,0.2741381980123974,0.6480086983941276,0.4247684126550501,0.5996834843750999,0.7472138823715426
125,0.0001,0.25982266735462917,0.6697306271762022,0.832685882394964,0.35952133155666216,0.5246271645222758
126,0.0001,0.24942210955279215,0.6853770198879372,0.5181865963068876,0.5281727022868632,0.6892300871722297
127,0.0001,0.26031306031204404,0.6696359643110016,1.591278845613653,0.1882019267972013,0.3135304430116084
128,0.0001,0.22658088767812365,0.7255327529221995,0.5160574262792413,0.5360275129252873,0.6946535819539977
129,0.0001,0.24950798565433138,0.6819812817189785,0.8961805376139554,0.3377830734760032,0.4996868457354486
130,0.0001,0.2575433076847167,0.6743645889961024,0.7713102210651744,0.3750215473556238,0.5411573139733954
131,0.0001,0.2264209467740286,0.7326137038616056,0.28225692700256,0.6937608060445952,0.8185534802904489
132,0.0001,0.22987719447839827,0.7064623053069244,0.5918314402753656,0.47884267625295585,0.644187011467433
133,0.0001,0.23210748320534116,0.7010394361125523,0.4116131473671306,0.6032571007628322,0.7505946288196598
134,0.0001,0.2488286637124561,0.6764548952066279,0.43368170207197015,0.5969649601046115,0.7463820939297764
135,0.0001,0.23044128645034062,0.701078070235099,0.6386199810288169,0.4279702239901169,0.5968714305294202
136,0.0001,0.23829273595696404,0.6989692903014648,0.8707601048729636,0.3325279054557565,0.49504666276587805
137,0.0001,0.22509025214683442,0.7144147736077956,0.936358159238642,0.31033983775259144,0.4698956065482099
138,0.0001,0.22636760203611284,0.7169137577272326,0.39663826064629987,0.6130831959069738,0.7589175797052633
139,0.0001,0.2378148975826445,0.6850427788727507,1.0370382287285544,0.2898380849219493,0.4460730360396185
140,0.0001,0.23159287373224893,0.7042377567168024,0.40195752815766767,0.5789594379757788,0.7320752958523506
141,0.0001,0.23450320107596262,0.6981031119135919,0.3882014778527347,0.612969665751598,0.7577336011046932
142,0.0001,0.244413490096728,0.7003767278358669,0.6062505028464578,0.4464265917336375,0.6139460580493566
143,0.0001,0.24243057341802687,0.6789391897351186,0.4218744933605194,0.6007321646416931,0.74854306041671
144,0.0001,0.24667838428701674,0.6823969058432989,0.7745067531412299,0.3980495699363477,0.5639847745292441
145,0.0001,0.24383780644053504,0.7006685974458549,0.33575427532196045,0.6824320115190363,0.8097106629560513
146,0.0001,0.23827285851751054,0.6978813569286363,0.5270666642622515,0.5066054522356233,0.6701845712024128
147,0.0001,0.2283566618959109,0.698342244808203,0.3226888979023153,0.6650788069030793,0.7981206181607097
148,0.0001,0.23659880743140266,0.6905505338942171,0.26837387681007385,0.7092906365737878,0.8293266359555308
149,0.0001,0.2176026308110782,0.7063134954756217,0.5245712832971052,0.5060764495273647,0.6693238629564361
150,0.0001,0.21802950898806253,0.723442317418182,0.35398800671100616,0.5946488368805342,0.7409387800994196
151,0.0001,0.21632736637478783,0.7303756329262127,0.8324455673044379,0.34842426736194604,0.5132597757443643
152,0.0001,0.2272897298846926,0.7211743353367657,0.43486968224698846,0.5863366559919636,0.7372784467687307
153,0.0001,0.22863269881123588,0.7113727821126694,0.3375825746492906,0.6475416972208712,0.7840596507916483
154,0.0001,0.21066772866816746,0.7262097983486452,0.3134879551150582,0.6897037494026493,0.815064861670453
155,0.0001,0.22133577047359376,0.712158513505885,0.4563289555636319,0.5443546158808599,0.7005807520036252
156,0.0001,0.21437641800869078,0.718201181777393,1.5485484816811301,0.2003743718449007,0.3309576828341862
157,0.0001,0.20693263482479823,0.7359600277959092,0.32308386401696637,0.6511074116031073,0.7862237260831829
158,0.0001,0.2026949915147963,0.7449505019648919,0.3082726828076623,0.6832654366036794,0.8108694439934833
159,0.0001,0.21156856062866392,0.7286206521172842,0.45681224086067895,0.5665482841316275,0.7211185196495006
160,0.0001,0.23752261556330181,0.6914817557373526,0.3220942670648748,0.702152587561986,0.8240610419017339
161,0.0001,0.23201374780564082,0.6945914327607668,0.32288240031762555,0.6931704978552081,0.8178608444920875
162,0.0001,0.20108846113795326,0.7412140097743878,0.6772228479385376,0.4137279282720995,0.5820760284240575
163,0.0001,0.22340712802750723,0.7137732546990758,0.3117134516889399,0.6822726021804131,0.8107638255384959
164,0.0001,0.2307755056591261,0.7016652675047874,0.37994392622600903,0.6519209436647087,0.7852879729604662
165,0.0001,0.2328501847528276,0.6980406928972688,0.6059329943223433,0.4666060596771768,0.6324995914636765
166,0.0001,0.2038601470135507,0.7340137600764604,0.27158694104714826,0.7270893190779498,0.8416175489735107
167,0.0001,0.20830446552662624,0.7260676129496789,0.340069288557226,0.6516896590074345,0.788092949555612
168,0.0001,0.2092463785693759,0.721189763222481,0.7618485255674883,0.38216178266885165,0.5487839312871687
169,0.0001,0.20568699957359404,0.7380713975630758,0.5019064870747653,0.5482159247525955,0.7052013140764009
170,0.0001,0.19521872912134444,0.7413708940383165,0.6596206860108809,0.4572931299708857,0.6240495249081175
171,0.0001,0.2086006427804629,0.7359139422247871,0.3093723993409764,0.6964875693662241,0.8204573818197578
172,0.0001,0.20878864186150686,0.7314259388539797,0.43713792074810376,0.5440792066500685,0.7016190895184243
173,0.0001,0.22206615763051168,0.7089301985405838,0.3508455753326416,0.678444599226295,0.8068849545896196
174,0.0001,0.20507055733885085,0.7398177169742925,0.3177211013707248,0.6805126953956863,0.8084953523260675
175,0.0001,0.19776437147742226,0.742544324658712,0.3487141796133735,0.6058981313865109,0.7521697963140866
176,0.0001,0.19880900851317815,0.7400546071859775,0.2784739705649289,0.7027739854057501,0.8251012831926182
177,0.0001,0.1991503969544456,0.7379154391287768,0.4064037528905002,0.6251788669130559,0.7659005392353916
178,0.0001,0.19875157624483109,0.7505991722958634,0.2837415053085847,0.6958191106755518,0.8198644222309657
179,0.0001,0.18544300752026693,0.7602287339045624,0.4646225029771978,0.5668774754986284,0.7214169494944073
180,0.0001,0.1996536481948126,0.731574272954858,0.30938067761334503,0.688909262061609,0.8141498460228287
181,0.0001,0.19046553862946375,0.7577900848777004,0.47770222750577057,0.5423425860236438,0.7002797905477853
182,0.0001,0.19135976334412894,0.7494744558289278,0.32005131380124524,0.6773648345752535,0.8066119178087713
183,0.0001,0.19264629128433408,0.7542359689010637,0.2845098159529946,0.7087163340591366,0.8291248947449579
184,0.0001,0.20465047480095,0.7296779095293646,0.3639387461272153,0.6520149337213451,0.7871033987490587
185,0.0001,0.19056976728496097,0.7454522534127255,0.48972602594982495,0.5255881346437907,0.6868400723480034
186,0.0001,0.18414139392830076,0.7569266034581065,0.37641779942946,0.6289804065760328,0.7697608988421447
187,0.0001,0.1943959462500754,0.7497090663007957,0.3192273351279172,0.6617252318651196,0.7956559641182697
188,0.0001,0.17706487540687835,0.7787374214551241,0.2953056286681782,0.7029370152722778,0.8252599442699764
189,0.0001,0.18586294672318868,0.7502164805664692,0.2951617566022006,0.711341334335233,0.8310222733907278
190,0.0001,0.1716667218577294,0.7758101561192547,0.3318515961820429,0.6826319425096041,0.8102280192672828
191,0.0001,0.16653159047876084,0.7773263175606683,0.3437139960852536,0.6675464306768628,0.8001421700311585
192,0.0001,0.17164784563439234,0.7797588220559903,0.5397206111387773,0.49626054454605284,0.6606138889323803
193,0.0001,0.17594859074978603,0.7760403027984695,0.3764812675389377,0.6294409461062784,0.7708208826116699
194,0.0001,0.1822662087423461,0.7480874223361821,0.30133840441703796,0.680031521781681,0.8087465032721357
195,0.0001,0.1818507501766795,0.7620814634079441,0.3442338732155887,0.6326077790491399,0.7731299282497937
196,0.0001,0.17781688166516169,0.7770210354975395,0.3360206864096902,0.681059554901656,0.8097383707368938
197,0.0001,0.17161277575152262,0.7742170001110702,0.2797316082499244,0.6933834113348748,0.8179517399352509
198,0.0001,0.17457197322731927,0.766409369806972,0.7524784153158014,0.39508181227161077,0.5625463177704749
199,0.0001,0.17122512310743332,0.7687678904101657,0.4545028561895544,0.5452572838914896,0.703118253156803
